created_at,content_clean,vader_compound,vader_pos,vader_neg,sentiment,theme,replies_count,reblogs_count,favourites_count
2023-05-31 13:57:15.863,"Will be heading to the Great State of Iowa this afternoon for two days. I strongly defended and backed Ethanol, Ron ""DeSaster” has ALWAYS been strongly against Ethanol, just like he voted 3 times to cut Social Security (and raise the minimum age to 70!), obliterate MediCare, and charge everyone a National Sales Tax of 23%. Remember, I terminated the worst trade deal in USA history, NAFTA, and replaced it with the best, USMCA. Also got China to pay our great FARMERS 28 Billion Dollars in damages!",0.8309,0.208,0.129,positive,tariff,1283,5879,22394
2023-05-31 17:24:38.350,"RT @realDonaldTrumpWill be heading to the Great State of Iowa this afternoon for two days. I strongly defended and backed Ethanol, Ron ""DeSaster” has ALWAYS been strongly against Ethanol, just like he voted 3 times to cut Social Security (and raise the minimum age to 70!), obliterate MediCare, and charge everyone a National Sales Tax of 23%. Remember, I terminated the worst trade deal in USA history, NAFTA, and replaced it with the best, USMCA. Also got China to pay our great FARMERS 28 Billion Dollars in damages!",0.8309,0.206,0.128,positive,tariff,0,0,0
2023-06-26 02:04:48.118,"“President Trump recognized that the Obama Deal was terrible, paving the way for Irans nuclear weapons—and he ended it…and imposed maximum pressure sanctions on Iran, which kept them suppressed…since Biden has taken office, he has eased up on sanctions…it follows in a series of foreign policy disgraces by the Biden Administration…”—Colonel Richard Kemp",-0.5267,0.038,0.114,negative,macro,314,3370,11382
2023-07-10 16:10:28.781,"I love Iowa, protected & expanded Ethanol, got 28 Billion Dollars from China for our great Farmers, ended the Estate (Death!) Tax on farms, made the best TRADE deals in history (USMCA, China, & many more), introduced the World to our FARMERS, & kept Iowa’s “First in the Nation” status. I opened up the Governor position for Kim Reynolds, & when she fell behind, I ENDORSED her, did big Rallies, & she won. Now, she wants to remain “NEUTRAL.” I don’t invite her to events! DeSanctus down 45 points!",0.9657,0.223,0.036,positive,tariff,964,4862,18425
2023-07-13 17:28:59.688,"“TRUMPISM,” as some call AMERICA FIRST, is very simple: Low Taxes and Regulations, the most powerful Military, Tariffs & Taxes on other countries who have taken advantage of the United States and which will make the USA rich and debt free again (if countries want to “take” from the U.S., they must pay for the privilege!), protection of our under siege 2nd Amendment, GREAT Healthcare, Low Energy Prices through Energy Independence, PARENTAL POWER on School Boards, “LIFE,” STRONG Borders, & more!",0.9746,0.302,0.079,positive,tariff,991,6536,22045
2023-07-26 12:49:17.765,"Just got my best Polls ever in Iowa, a 35 point lead, and yet they put up fraudulent ads talking to people who say they won’t be voting for me. What kind of “stuff” is that. Remember, I got Farmers 28 Billion Dollars from China, made a 50 Billion Dollar Trade Deal with China, saved Ethanol from certain death, terminated America’s worst ever trade deal, NAFTA, and replaced it with America’s BEST EVER TRADE DEAL, USMCA. Nobody else could have done any of these things. Iowa will vote BIG for TRUMP!",0.481,0.131,0.102,positive,tariff,346,2709,10681
2023-08-21 14:57:58.533,"The highly anticipated Des Moines Register Poll of Iowa Voters is just out: “DONALD TRUMP HOLDS COMMANDING LEAD In First Test of 2024 Republican Caucus Field.” Remember, I got the Farmers 28 Billion Dollars from China, the USMCA Trade Deal (& many others!), saved Ethanol, Social Security, and MediCare, & got Iowa “First In the Nation” status. Nobody else could have done this. Anyway, I’m at 51%, a 31 Point lead over “farmer hating” DeSanctimonious, with the others gaining on him, but not on me!",0.6229,0.069,0.0,positive,tariff,1814,7229,30072
2023-09-04 22:06:43.981,"Shawn Fain, the respected President of the United Auto Workers, cannot even think about allowing ALL ELECTRIC CARS - THEY WILL ALL BE MADE IN CHINA, and the Auto Industry in America will cease to exist! There is already a giant “E GLUT,” they don’t go far or long, are very expensive, and the consumer must be given a CHOICE. Vote for TRUMP, and I will stop this Madness, IMMEDIATELY! Mexico & Canada LOVE Biden’s idiotic policy. SAVE MICHIGAN and the other Auto States. SAVE THE AMERICAN CONSUMER!!!",0.9134,0.182,0.084,positive,china_trade,1086,5849,19470
2023-09-05 15:30:42.087,“History Shows Why America Needs Trump’s China Tariffs” https://amac.us/newsline/society/history-shows-why-america-needs-trumps-china-tariffs/,0.0,0.0,0.0,neutral,tariff,135,2127,8074
2023-09-10 13:03:00.762,"The Wall Street Journal Editorial Page hit me on the fact that I brought hundreds of billions of dollars directly to our Treasury, with $28 Billion going into the hands of our badly maligned Farmers, through large scale Tariffs from China that I imposed as an equalization for the unfair trade practices that were used to take advantage of the U.S. I appreciate the WSJ statements on Biden Weaponization, but Tariffs properly used bring economic prosperity & strength in dealing with other Nations!",0.6239,0.103,0.058,positive,tariff,1252,6094,22599
2023-09-11 18:57:40.150,"The one thing I never understood about politics? Who the hell would ever vote for Crooked Joe Biden? Do they watch him at press conferences? He can’t put two sentences together. The WORST EVER on the foreign stage! We’re being INVADED, our Border has COLLAPSED, INFLATION & CRIME are rampant, Economy sucks, Interest Rates and Taxes are through the roof, you can’t by a home, our Elections are Rigged, our Military is Woke (Afghanistan was a catastrophe!), our Airports are DONE, NOTHING WORKS. MAGA!",-0.9779,0.039,0.256,negative,macro,1524,5966,19700
2023-09-17 22:58:27.337,"The United Autoworkers are being sold down the “drain” with this all Electric Car SCAM. They’ll be made in China, under Crooked Joe’s CHINA FIRST POLICY. AUTOWORKERS, VOTE FOR TRUMP - I’LL MAKE YOU VICTORIOUS & RICH. IF YOUR “LEADERS” WON’T ENDORSE ME, VOTE ￼THEM OUT OF OFFICE, NOW. WITH THE DEMOCRATS & CROOKED JOE CALLING THE SHOTS, YOU’LL BE JOBLESS & PENNILESS WITHIN 4 YEARS. REMEMBER, BIDEN IS A CROOK WHO HAS BEEN PAID MILLIONS OF DOLLARS BY CHINA, & OTHERS. He is a Manchurian Candidate!!!",0.7656,0.112,0.045,positive,china_trade,2210,10731,33498
2023-09-17 23:35:07.781,"RT @realDonaldTrumpThe United Autoworkers are being sold down the “drain” with this all Electric Car SCAM. They’ll be made in China, under Crooked Joe’s CHINA FIRST POLICY. AUTOWORKERS, VOTE FOR TRUMP - I’LL MAKE YOU VICTORIOUS & RICH. IF YOUR “LEADERS” WON’T ENDORSE ME, VOTE ￼THEM OUT OF OFFICE, NOW. WITH THE DEMOCRATS & CROOKED JOE CALLING THE SHOTS, YOU’LL BE JOBLESS & PENNILESS WITHIN 4 YEARS. REMEMBER, BIDEN IS A CROOK WHO HAS BEEN PAID MILLIONS OF DOLLARS BY CHINA, & OTHERS. He is a Manchurian Candidate!!!",0.7656,0.111,0.045,positive,china_trade,0,0,0
2023-09-19 15:50:45.939,https://www.economist.com/by-invitation/2021/10/05/robert-lighthizer-on-the-need-for-tariffs-to-reduce-americas-trade-deficit,0.0,0.0,0.0,neutral,tariff,159,2143,8073
2023-09-23 01:17:50.194,"On top of everything else going wrong with our Country, Interest Rates have just hit an almost 16 year high, and the housing market is crashing. Next up will ￼be the Autoworkers, who are being sold down the drain by Crooked Joe Biden and the leaders of the “United” Autoworkers. It doesn’t matter what salary you make, in 3 years these jobs will all be gone as Electric cars will almost entirely be made in CHINA. Be careful TRUCKERS, you’re next!!!",0.5067,0.096,0.035,positive,macro,938,4917,15287
2023-09-23 05:28:15.005,"RT @realDonaldTrumpOn top of everything else going wrong with our Country, Interest Rates have just hit an almost 16 year high, and the housing market is crashing. Next up will ￼be the Autoworkers, who are being sold down the drain by Crooked Joe Biden and the leaders of the “United” Autoworkers. It doesn’t matter what salary you make, in 3 years these jobs will all be gone as Electric cars will almost entirely be made in CHINA. Be careful TRUCKERS, you’re next!!!",0.5067,0.095,0.035,positive,macro,0,0,0
2023-09-23 06:31:31.125,"Crooked Joe Biden had no intention of going to visit the United Autoworkers, until I announced that I would be heading to Michigan to be with them, & help then out. Actually, Crooked Joe sold them down the river with his ridiculous all Electric Car Hoax. This wasn’t Biden’s idea, he can’t put two sentences together. It was the idea of the Radical Left Fascists, Marxists, & Communists who control him and who, in so doing, are DESTROYING OUR COUNTRY! Within 3 years, all of these cars will be made in China. That’s what Sleepy Joe wants, because China pays him and his family a FORTUNE. He is a Manchurian Candidate. If the UAW “leadership” doesn’t ENDORSE me, and if I don’t win the Election, the Autoworkers are “toast,” with our great truckers to follow. Crooked Joe Biden is the most Corrupt and Incompetent President in the history of the USA. If he is able to gather the energy to show up, tell him to go to the Southern Border instead, & to leave the Car Industry alone!",0.3729,0.097,0.1,positive,china_trade,2006,8383,28195
2023-09-25 13:04:07.089,"Crooked Joe Biden, who is killing the United Autoworkers with his WEAK stance on China and his ridiculous insistence on All Electric Cars, every one of which will be made in China, saw that I was going to Michigan this week (Wednesday!), so the Fascists in the White House just announced he would go there tomorrow. That was the only way to get him out of the basement and off his lazy a..! He has been a complete disaster for all Autoworkers in the U.S., so much do that with his warped plan & mind, their won’t be any Autoworkers left in 3 years. He is destroying our Country, and likewise, destroying the United Autoworkers. When he slowly walks to pretend he is a “picket,” REMEMBER, HE WANTS TO TAKE YOUR JOBS AWAY AND GIVE THEM TO CHINA AND OTHER FOREIGN COUNTRIES. TURN YOUR BACK ON THIS CORRUPT AND HIGHLY INCOMPETENT PRESIDENT, BY FAR THE WORST IN THE HISTORY OF THE UNITED STATES, AND SHOUT OUT TO YOUR UNION LEADERSHIP TO ENDORSE DONALD J. TRUMP. I WILL KEEP YOUR JOBS AND MAKE YOU RICH!!!",-0.9725,0.074,0.173,negative,china_trade,1785,7129,23787
2023-10-06 04:33:18.266,"Congratulations! Autoworkers have now made Electric Vehicles, which will only be made in China and other far away Countries, their number one issue. Biden will never change, and if he does, it will all be changed back. VOTE FOR TRUMP, WE’LL TRIPLE AUTO PRODUCTION!",0.6988,0.121,0.0,positive,china_trade,1410,7318,30343
2023-10-08 15:17:03.924,"RT @marklevinshowTrump cut off funds to the Palestinians, unleashed unprecedented peace initiatives in the Abraham Accords, killed the Iran deal, was starving the Iranian regime of resources with crushing sanctions, and Biden not only reversed it all, including funding the Palestinians and Iran, but undermined Netanyahu at every turn, refused to meet with him, demanded that Israel make more concessions to the Palestinians. Appeasement and worse has consequences.",-0.9366,0.028,0.242,negative,macro,0,0,0
2023-10-09 20:52:20.275,"The United Autoworkers are being sold down the tubes by their so-called “leadership.” They always support Democrats, yet they have lost 60% of car manufacturing over the years to foreign countries. The Electric Vehicles are a disaster for America. They will all be made in China - ALL JOBS WILL BE GONE. I will double and triple car manufacturing in the USA. Shawn Fain should Endorse TRUMP, not preside over the death of Autoworkers in America. MAGA!",-0.5848,0.087,0.118,negative,china_trade,663,4511,16169
2023-10-18 13:49:56.067,"The United Autoworkers have no choice. They are not being told the truth by their union “heads.” The Auto Industry is DEAD if they don’t VOTE FOR TRUMP. I will triple their jobs within two years, immediately authorizing CHOICE OF PROPULSION IN ALL CARS (and Trucks!). Car Choice, School Choice! Under the Biden Administration, there will be no such thing as a U.S. Autoworker within 3 years. All cars and trucks will be made in China, and other foreign lands!",-0.7359,0.056,0.114,negative,china_trade,1636,6958,21116
2023-10-21 00:19:48.891,"Judge Jeanine: “Donald Trump gave us the Abraham Accords…Donald Trump sanctioned Iran, and enforced the sanctions…Donald Trump pulled us out of the Iran Nuclear Deal when Obama was sending love letters to them saying, oh we can work on this this together…There were no beheadings when Trump was President…and the caliphate was destroyed when he was President…”“BIDEN SPEECH FALLS FLAT ON THE WORLD STAGE!”",-0.126,0.059,0.08,negative,macro,950,6474,22078
2023-10-22 13:25:58.482,"Sidney Powell was one of millions and millions of people who thought, and in ever increasing numbers still think, correctly, that the 2020 Presidential Election was RIGGED & STOLLEN, AND OUR COUNTRY IS BEING ABSOLUTELY DESTROYED BECAUSE OF IT!!! Despite the Fake News reports to the contrary, and without even reaching out to ask the Trump Campaign, MS. POWELL WAS NOT MY ATTORNEY, AND NEVER WAS. In fact, she would have been conflicted. Ms. Powell did a valiant job of representing a very unfairly treated and governmentally abused General Mike Flynn, but to no avail. His prosecution, despite the facts, was ruthless. He was an innocent man, much like many other innocent people who are being persecuted by this now Fascist government of ours, and I was honored to give him a Full Pardon!",-0.6466,0.118,0.15,negative,macro,4193,10369,31973
2023-10-23 02:44:37.620,"The Failing New York Times story, leaked by Deranged Jack Smith and the Biden “Political Opponent Abuser” DOJ, about a red haired weirdo from Australia, named Anthony Pratt, is Fake News. I never spoke to him about Submarines, but I did speak to him about creating jobs in Ohio and Pennsylvania, because that’s what I’m all about - JOBS, A GREAT ECONOMY, LOW TAXES, NO INFLATION, ENERGY DOMINANCE, STRONG BORDERS, NO ENDLESS WARS, LOW INTEREST RATES, and much more! Maggie Hagerman and the Misfits never called me for a comment. Why would they, they just write anything they want. Whether it’s correct or not is of ZERO importance to them. “All the News That’s Unfit To Print.” That’s why we call it the Fake News!",0.8047,0.197,0.178,positive,macro,1026,5128,18382
2023-11-19 15:12:35.110,"“‘Our Leader Is A Stupid Person’: Trump Mocks Biden’s Meeting With Xi Jinping, Says ‘Now The Gloves Are Off’” https://dailycaller.com/2023/11/18/trump-mock-biden-iowa-rally-calls-him-stupid/",-0.7506,0.0,0.262,negative,china_trade,284,2136,8868
2023-11-19 15:58:41.070,“Trump vows to kill Asia trade deal being pursued by Biden if elected” https://www.reuters.com/world/us/trump-vows-kill-asia-trade-deal-being-pursued-by-biden-if-elected-2023-11-19/,-0.6908,0.0,0.266,negative,tariff,252,2327,9805
2023-11-27 23:47:55.225,"Andrew C. McCarthy: “There is no state-law requirement holding that if an asset is valued at X amount, a bank must charge a set interest rate. These are arms-length transactions. The banks made the loans because (a) Trump was a good customer who had a history of paying up; (b) if a bank had proposed a too-high interest rate, Trump could simply have gone to a different bank that would have welcomed the business; and (c) the banks don’t make money if they don’t lend, and they were happy with the tidy profits they consistently made on Trump loans.”",0.9643,0.202,0.019,positive,macro,777,4167,14495
2023-11-29 17:54:46.478,"ABC News: “He reported both a net worth and investable assets well in excess of our minimum requirements,” Williams said, confirming that the bank set the interest rate for Trump’s commercial loans between 2%-2.5%. The testimony also appeared to bolster Trump’s arguments that his lenders did their own due diligence, diminishing the importance of his statements of financial condition that are at the center of the case.",0.7579,0.15,0.036,positive,macro,110,2399,8672
2023-12-01 17:36:07.118,"Judge Engoron’s Wife deleted her account yesterday, because what she said, in any other Court in the Nation, would call for an immediate Mistrial with sanctions against the Judge and the Attorney General. We demand to see her account before it was deleted, and all other Family Members likewise. Judge Engoron is a Trump Hater and Puppet for Letitia James, all wrapped up in one!",-0.5562,0.0,0.068,negative,macro,1076,5167,15365
2023-12-26 19:38:28.087,“Trump Vows U.S. Tariffs on All Foreign Imports to Protect American Jobs”,0.3818,0.191,0.0,positive,tariff,112,1596,6124
2024-01-03 05:49:10.335,"RT @DC_DrainoIs Paul Ryan about to be hired as a DC lobbyist by Shein, a cheap Chinese clothing company?Would it surprise you that Sequoia Capital has a major stake in Shein?Do you now understand why Paul Ryan is so against Trump?His CCP money is about to be cut off by Trump’s tariffs@bpcostello",0.0,0.039,0.039,neutral,tariff,0,0,0
2024-01-29 02:29:14.822,"I had the great privilege of watching Shawn Fain, the President of the United Auto Workers, this morning on DeFace the Nation. He is a real “STIFF” who is selling the Automobile Industry right into the big, powerful, hands of China. 55% of the industry has already left the U.S., and the rest will soon be following if I am not elected President. He bought into Biden’s “vision” of all Electric Vehicles, which require far fewer workers to make each car but, more importantly, are not wanted in large numbers by the consumer, and will ALL be made in China. I want them to be made in the USA, every type of car, and would require China, and other countries, through TARIFFS, or otherwise, to build plants here, with our workers. Now they are building in Mexico, the biggest plants anywhere, and selling their cars, Tariff Free, into the good ol’ USA. Shawn Fain doesn’t understand this or have a clue. Get rid of this dope & vote for DJT. I will bring the Automobile Industry back to our Country.",0.9598,0.11,0.0,positive,china_trade,2586,7982,27573
2024-03-13 03:46:35.395,"It is my great honor to be representing the Republican Party as its Presidential Nominee. Our Party is UNITED and STRONG, and fully understands that we are running against the Worst, Most Incompetent, Corrupt, and Destructive President in the History of the United States. Millions of people are invading our Country, many from prisons and mental institutions of other Countries. High Interest Rates and Inflation are choking our great middle class, and ALL, our Economy is bad, and our Stock Market is rising only because Polls are strongly indicating that we will WIN the Presidential Election of 2024. We are now, under Crooked Joe Biden, a Third World Nation, which uses the Injustice System to go after his political opponent, ME! But fear not, we will not fail, we will take back our once great Country, put AMERICA FIRST, and MAKE AMERICA GREAT AGAIN - GREATER THAN EVER BEFORE. November 5th will go down as the most important day in the history of our Country! GOD BLESS AMERICA",0.9899,0.259,0.083,positive,macro,4356,11713,45548
2024-03-31 15:42:55.810,https://www.breitbart.com/politics/2024/03/21/swing-state-democrats-agree-with-donald-trump-u-s-needs-aggressive-tariffs-on-china-made-cars/,0.0,0.0,0.0,neutral,tariff,70,1398,5634
2024-04-05 14:53:12.562,https://www.breitbart.com/politics/2024/04/03/globalist-fail-most-voters-back-trumps-plan-for-10-tariffs-on-all-imports/,0.0,0.0,0.0,neutral,tariff,279,2188,8274
2024-04-10 14:04:12.125,"INFLATION is BACK—and RAGING! The Fed will never be able to credibly lower interest rates, because they want to protect the worst President in the history of the Untied States!",-0.7284,0.165,0.263,negative,macro,1213,5297,18552
2024-04-12 15:04:37.766,https://www.newsweek.com/sorry-democrats-free-trade-republicans-trumps-tariffs-worked-opinion-1882297,0.0,0.0,0.0,neutral,tariff,141,1686,6557
2024-04-26 23:29:55.797,"LETTER TO JOE: Dear Joe, now that you’ve committed to Debate on the now dying Howard Stern Show, no less, let’s set it up right now. I’m ready to go anywhere that you are. We could do it in D.C., even pinpoint the White House, or in New York when your Radical Left Fascists are finished with ELECTION INTERFERENCE against your Political Opponent, ME. In any event, let’s get it done - The People of our Country deserve to know why you have allowed 15 Million People, many from Prisons and Mental Institutions, to invade our Country at our now very OPEN Southern Border, or why you want everybody to foolishly have, in 5 years, an All Electric Car, which won’t go far, is very expensive, and will be Made in China, or why you are allowing Energy Prices to skyrocket, our Economy to crash, and Inflation to reach levels that we have never seen before. Maybe you have a reason for this, & you’ll have a chance to talk about it, but let’s get the Debate going, the American People have the right to know!",0.2244,0.055,0.035,positive,china_trade,1692,6704,20895
2024-05-18 03:34:17.232,"One of the most vicious effects of the Biden Inflation Tax is how Crooked Joe has made it impossible for millions of Americans, especially YOUNG Americans, to buy a home, a car, or even make rent. High inflation means high prices, high interest rates, high mortgage rates, and death for the American Dream. Under Biden, the 30-year mortgage rate is almost 8%--by contrast, the month I left office, it was 2.6%. That means a typical Minnesota home mortgage that used to cost you $2,000 dollars a month now costs nearly $3,100 dollars a month. And because of the Biden Price Hikes, it is harder than ever to save for a downpayment! https://www.DonaldJTrump.com",0.202,0.07,0.055,positive,macro,725,4270,14972
2024-06-19 01:34:54.493,RT: https://truthsocial.com/users/realDonaldTrump/statuses/112640703231650141“Dollar and euro trade halted on Russia’s biggest exchange due to new U.S. sanctions” https://www.cnbc.com/2024/06/12/moscow-exchange-halts-dollar-and-euro-trade-after-us-sanctions.html,0.0,0.0,0.0,neutral,macro,179,2050,5914
2024-06-20 03:19:06.877,"The Smoot-Hawley Tariff Act was passed AFTER the Great Depression had already started. If you want to study Tariffs, and how powerful they are, study the administration of President William McKinley. America had so much money they didn’t know what to do with it!",0.5848,0.163,0.071,positive,tariff,988,4522,15105
2024-07-06 13:18:56.606,"Crooked Joe Biden should ignore his many critics and move forward, with alacrity and strength, with his powerful and far reaching campaign. He should be sharp, precise, and energetic, just like he was in The Debate, in selling his policies of Open Borders (where millions of people, including record numbers of Terrorists, are allowed to enter our Country, from prisons and mental institutions, totally unchecked and unvetted!), to Ending Social Security, Men playing in Women’s sports, High Taxes, High Interest Rates, encouraging a Woke Military, Uncontrollable Inflation, Record Setting Crime, Only Electric Vehicles, Subservience to China and other Countries, Endless Wars, putting America Last, losing our Dollar Based Standard, and so much more. Yes, Sleepy Joe should continue his campaign of American Destruction and, MAKE CHINA GREAT AGAIN!",0.7766,0.195,0.149,positive,macro,3868,11987,41555
2024-07-31 18:12:17.737,"Crazy Kamala Harris should never have taken the Trump Oil Sanctions off Maduro. She made one of the ALL TIME WORST DEALS! Crazy Kamala helped lead the charge to release Maduro’s top Money Launderer and his two convicted Drug Dealer Nephews in return for an obviously fake promise of Free and Fair Elections for the People of Venezuela. THEY WEREN’T FREE OR FAIR! Look at what’s happening now - Maduro sold his Oil, was reunited with his Money Launderer and Drug Dealing Nephews, and the Venezuelan People GOT NOTHING. Venezuela is destroyed, and its wonderful people are bankrupt and dying! Much of their blood is on the hands of dangerously liberal and failed American Politicians like Crazy Kamala Harris and Crooked Joe Biden….",-0.3215,0.168,0.159,negative,macro,2247,9513,29670
